date,event
5/24/2021,รายงานใหม่เผย กองทุนเฮดจ์ฟันด์จำนวนมากกว่าครึ่งกำลังแห่ลงทุนใน Bitcoin
5/24/2021,CEO ของ Ripple ปลื้มที่ถูกกล่าวหาว่าเป็นคนชักใย Elon Musk
5/24/2021,Huobi ยุติให้บริการซื้อขายสัญญาฟิวเจอร์สและ Mining Pool ในจีน เนื่องจากกฎข้อบังคับที่เข้มงวด
5/24/2021,นักเศรษฐศาสตร์รางวัลโนเบลกล่าวว่า Bitcoin จะประสบปัญหาเดียวกับทองคำ
5/23/2021,Ripple ถูกกล่าวหาว่าปล่อยข่าว FUD Bitcoin ใช้พลังงานสกปรก
5/22/2021,ครบรอบ 11 ปี Bitcoin Pizza Day พิซซ่า 2 ถาดเมื่อ 11 ปีที่แล้วตอนนี้มีมูลค่า 1.1 หมื่นล้านบาท
5/22/2021,DBS Bank ของสิงคโปร์กล่าวว่าการลงทุนใน Bitcoin เป็นเรื่องที่ไม่อาจมองข้ามได้
5/22/2021,Michael Saylor และ Vitalik Buterin มีมุมมองที่ต่างกันเรื่องการใช้พลังงานของ Bitcoin
5/21/2021,นักเศรษฐศาสตร์รางวัลโนเบลกล่าวว่า Cryptocurrency เป็นแชร์ลูกโซ่
5/21/2021,หุ้นบริษัท Meitu ร่วงลดลงอย่างรุนแรง ท่ามกลางการปรับฐานราคาของ Bitcoin
5/21/2021,Elon Musk กล่าวว่า Bitcoin Lightning เป็นสิ่งจำเป็นสำหรับตอนนี้
5/21/2021,ผู้ก่อตั้ง SkyBridge Capital กล่าวว่าขาขึ้นของ Bitcoin ยังไม่จบ
5/20/2021,ผู้ถือ Bitcoin เริ่มมองในแง่ดีมากขึ้น แม้ราคาจะลดลงถึง 30%
5/20/2021,นักเทรดฟิวเจอร์สโดนล้างพอร์ตยับ หลังตลาดคริปโตกลายเป็นสีเลือด
5/20/2021,ธนาคารระดับโลก JPMorgan ชี้นักลงทุนสถาบันรายใหญ่กำลังเทขาย Bitcoin และหันไปถือทองคำแทน
5/20/2021,นักเศรษฐศาสตร์รางวัลโนเบลกล่าวว่าลัทธิ Bitcoin จะสามารถอยู่รอดต่อไปได้อย่างไม่มีกำหนด
5/20/2021,อัตรา Bitcoin Dominance เพิ่มขึ้นอย่างมาก หลังตลาดกลายเป็นสีเลือด
5/20/2021,หาก Bitcoin นั้นขึ้นอยู่กับแค่ Elon Musk คนเดียว มันอาจล้มเหลวไปนานแล้ว
5/19/2021,ราคา Bitcoin ร่วงทะลุระดับก่อนที่ Tesla จะซื้อ BTC 1.5 พันล้านดอลลาร์
5/19/2021,เจ้ามือโอน Bitcoin มูลค่า 2.1 หมื่นล้านบาท ท่ามกลางการร่วงของราคา
5/19/2021,นักเทรด Bitcoin Futures สาย Long พอร์ตแตก ถูกล้างหายกว่า 4.7 หมื่นล้านบาท
5/19/2021,ชาวออสเตรเลียกว่าครึ่งคิดว่า Elon Musk เป็นผู้คิดค้น Bitcoin
5/19/2021,Sony จดสิทธิบัตรเดิมพันเกมด้วย Bitcoin
5/19/2021,เผยแนวทางกฎหมายคริปโตในสหรัฐฯภายใต้หน่วยงาน OCC
5/19/2021,Elon Musk ตกอันดับเศรษฐีของโลก หลังวิพากษ์วิจารณ์ Bitcoin
5/18/2021,ผลสำรวจชี้ ชาวสหรัฐอาหรับเอมิเรตส์สนใจลงทุน Bitcoin มากขึ้น
5/18/2021,หุ้น Coinbase ร่วงดิ่งต่ำกว่าราคาเปิดตัว หลังตลาด Bitcoin กลายเป็นสีแดงราวกับสีเลือด
5/17/2021,Pool การขุด Bitcoin ที่สำคัญเกือบทั้งหมดส่งสัญญาณการอัปเกรด Taproot แล้ว
5/17/2021,ค่าธรรมเนียมการทำธุรกรรม Bitcoin และ Ethereum ลดลง 70–80%
5/17/2021,นักเทรด Futures ถูกล้างพอร์ตสูญเงินกว่า 7.9 หมื่นล้านบาท หลัง Elon Musk ออกมาทวีต
5/17/2021,รายงานจาก Galaxy Digital พบ Bitcoin ใช้พลังงานน้อยกว่าระบบธนาคารและทองคำ
5/17/2021,"Elon Musk ปั่นต่อ กล่าว Tesla ยังไม่ได้ขาย Bitcoin ราคา BTC ดีดขึ้น 2,500 ดอลลาร์"
5/17/2021,ส่วนแบ่งตลาด Bitcoin ร่วงแตะจุดต่ำสุดในรอบ 1 ปี ท่ามกลางช่วงตลาดขาลง
5/17/2021,ผู้ก่อตั้ง MySpace ตั้งรูปโปรไฟล์ตาเลเซอร์ ท่ามกลางการร่วงของ Bitcoin
5/17/2021,ผู้ก่อตั้งบริษัท Avanti Financial เผยสาเหตุที่แท้จริงว่าทำไมนักเทรดถึงแห่ขาย Bitcoin
5/17/2021,Elon Musk โจมตี Bitcoin จนราคาร่วง ผู้คนแห่ถล่มดราม่าหนัก
5/16/2021,ตลาดคริปโตเริ่มตกอยู่ในสถานะ ‘กลัว’ อีกครั้ง หลัง Elon Musk ประกาศเลิกรับ Bitcoin
5/16/2021,แฟน ๆ Bitcoin เริ่มลงขันทำภาพยนตร์ Bitcoin ที่แสดงด้านดีของมันจริง ๆ ไม่ใช่ FUD
5/15/2021,Square ยังคงยืนยันกลยุทธ์ซื้อ Bitcoin เหมือนเดิมไม่เปลี่ยนแปลง
5/15/2021,บริษัท Square ของ Jack Dorsey กล่าวจะไม่ซื้อ Bitcoin เพิ่มจนกว่าจะแก้ไขปัญหามลภาวะ
5/14/2021,MicroStrategy ไม่สน Elon Musk ปั่นราคาตลาด เดินหน้าซื้อ Bitcoin เพิ่ม
5/14/2021,ผู้อ้างตัวเป็น Satoshi นาย Craig Wright ยื่นฟ้องเรียกค่าเสียหาย 5.6 พันล้านดอลลาร์ในศาลอังกฤษ
5/14/2021,CEO ของ CryptoQuant กล่าวราคา Bitcoin อาจพุ่งอย่างรุนแรงหาก Bitcoin ETF ได้รับอนุมัติ
